latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
33.36624,8.5478,310.96,0.45,0.39,2024-04-23,0059,N20,VIIRS,n,2,282.73,1.08,N,2
35.77497,9.89184,298.95,0.43,0.38,2024-04-23,0059,N20,VIIRS,n,2,284.54,0.68,N,2
34.81744,10.70977,313.24,0.4,0.37,2024-04-23,0059,N20,VIIRS,n,2,283.37,1.02,N,0
31.6491,9.17134,310.45,0.42,0.38,2024-04-23,0100,N20,VIIRS,n,2,285.6,1.24,N,2
31.70528,9.24294,300.1,0.42,0.37,2024-04-23,0100,N20,VIIRS,n,2,284.7,0.42,N,2
33.48103,11.1091,299.86,0.38,0.43,2024-04-24,0040,N20,VIIRS,n,2,286.46,0.39,N,0
33.36746,8.54892,307.53,0.53,0.5,2024-04-24,0040,N20,VIIRS,n,2,284.51,1.58,N,2
31.65123,9.17038,313.53,0.47,0.47,2024-04-24,0041,N20,VIIRS,n,2,282.97,0.99,N,2
31.706,9.243,298.1,0.46,0.47,2024-04-24,0041,N20,VIIRS,n,2,284.62,0.61,N,2
31.6504,9.17371,306.98,0.47,0.47,2024-04-24,0041,N20,VIIRS,n,2,284.6,1.55,N,2
33.36496,8.55085,335.71,0.45,0.47,2024-04-24,1159,N20,VIIRS,n,2,297.33,1.95,D,2
35.7789,9.8907,297.42,0.44,0.62,2024-04-25,0021,N20,VIIRS,n,2,280.61,0.78,N,2
36.77788,10.20014,297.21,0.43,0.62,2024-04-25,0021,N20,VIIRS,n,2,281.67,0.49,N,2
33.48245,11.10812,303.06,0.36,0.57,2024-04-25,0021,N20,VIIRS,n,2,282.88,0.56,N,0
31.64804,9.17191,310.2,0.45,0.63,2024-04-25,0022,N20,VIIRS,n,2,281.87,1.01,N,2
33.3691,8.54543,295.47,0.5,0.66,2024-04-25,0022,N20,VIIRS,n,2,279.83,0.64,N,2
33.36955,8.54566,304.87,0.5,0.66,2024-04-25,0022,N20,VIIRS,n,2,280.03,0.8,N,2
33.36882,8.5509,295.76,0.5,0.66,2024-04-25,0022,N20,VIIRS,n,2,280.65,0.64,N,2
33.36327,8.54582,297.8,0.43,0.62,2024-04-25,0202,N20,VIIRS,n,2,279.06,0.33,N,0
31.65155,9.16879,300.41,0.52,0.67,2024-04-25,0202,N20,VIIRS,n,2,280.25,1.13,N,2
31.64956,9.17076,313.06,0.52,0.67,2024-04-25,0202,N20,VIIRS,n,2,280.61,1.44,N,2
31.48568,9.54224,343.99,0.4,0.6,2024-04-25,1140,N20,VIIRS,n,2,307.24,2.62,D,0
31.64977,9.17127,340.02,0.42,0.61,2024-04-25,1140,N20,VIIRS,n,2,305.94,2.74,D,2
31.64958,9.17244,337.5,0.56,0.69,2024-04-25,1321,N20,VIIRS,n,2,305.48,2.68,D,2
33.36672,8.54814,317.93,0.43,0.38,2024-04-27,0124,N20,VIIRS,n,2,285.26,1.13,N,2
36.65502,9.78395,297.19,0.43,0.38,2024-04-27,0124,N20,VIIRS,n,2,282.98,0.54,N,0
33.36428,8.54934,317.03,0.43,0.38,2024-04-27,0124,N20,VIIRS,n,2,285.49,1.39,N,2
35.77702,9.89153,298.02,0.44,0.39,2024-04-27,0124,N20,VIIRS,n,2,285.2,1.04,N,2
31.70301,9.24377,332.35,0.47,0.4,2024-04-27,0125,N20,VIIRS,n,2,267.99,5.74,N,2
31.70417,9.24144,326.01,0.47,0.4,2024-04-27,0125,N20,VIIRS,n,2,267.4,3.17,N,2
31.70324,9.24636,327.98,0.47,0.4,2024-04-27,0125,N20,VIIRS,n,2,268.67,3.17,N,2
31.6485,9.17343,300.27,0.47,0.4,2024-04-27,0125,N20,VIIRS,n,2,265.62,0.85,N,2
31.64665,9.17477,339.32,0.48,0.4,2024-04-27,1243,N20,VIIRS,n,2,306.58,3.33,D,2
33.94416,8.18014,344.09,0.46,0.39,2024-04-27,1243,N20,VIIRS,n,2,305.97,6.72,D,0
33.92859,8.17268,337.16,0.46,0.39,2024-04-27,1243,N20,VIIRS,n,2,306.66,3.16,D,0
33.92738,8.17535,334.31,0.46,0.39,2024-04-27,1243,N20,VIIRS,n,2,304.72,1.78,D,0
36.77761,10.19997,302.09,0.39,0.36,2024-04-28,0105,N20,VIIRS,n,2,287.07,0.68,N,2
35.77692,9.89007,298.12,0.39,0.36,2024-04-28,0105,N20,VIIRS,n,2,286.23,0.76,N,2
31.6499,9.17363,319.05,0.39,0.36,2024-04-28,0106,N20,VIIRS,n,2,289.2,1.13,N,2
36.87982,9.92421,335.33,0.4,0.37,2024-04-28,1225,N20,VIIRS,n,2,300.07,4.19,D,0
33.36259,8.55054,306.83,0.57,0.52,2024-05-01,0149,N20,VIIRS,n,2,285.44,1.13,N,2
31.6468,9.17108,306.54,0.34,0.56,2024-05-01,0150,N20,VIIRS,n,2,281.98,0.73,N,2
31.64695,9.17321,348.68,0.36,0.57,2024-05-01,1308,N20,VIIRS,n,2,305.84,2.5,D,2
33.36355,8.55102,336.08,0.34,0.56,2024-05-01,1308,N20,VIIRS,n,2,304.77,1.11,D,2
34.6044,10.58861,296.94,0.39,0.44,2024-05-02,0130,N20,VIIRS,n,2,286.87,0.58,N,0
36.5026,10.02907,296.6,0.51,0.41,2024-05-02,0130,N20,VIIRS,n,2,285.87,0.72,N,0
35.77467,9.8882,298.28,0.51,0.41,2024-05-02,0130,N20,VIIRS,n,2,286.72,0.91,N,2
35.7735,9.892,296.69,0.51,0.41,2024-05-02,0130,N20,VIIRS,n,2,286.2,0.54,N,2
31.648,9.16931,326.89,0.56,0.43,2024-05-02,0131,N20,VIIRS,n,2,285.35,3.19,N,2
33.36544,8.54843,305.16,0.49,0.4,2024-05-02,0131,N20,VIIRS,n,2,283.99,0.93,N,2
31.00179,10.06036,298.22,0.42,0.46,2024-05-02,0131,N20,VIIRS,n,2,283.38,0.5,N,0
33.88535,10.08435,332.31,0.46,0.47,2024-05-02,1249,N20,VIIRS,n,2,304.42,1.04,D,0
31.64621,9.17201,346.9,0.38,0.43,2024-05-02,1249,N20,VIIRS,n,2,315.85,3.01,D,2
35.23779,10.88981,343.67,0.52,0.5,2024-05-02,1250,N20,VIIRS,n,2,302.55,7.29,D,0
35.23693,10.88776,350.46,0.52,0.5,2024-05-02,1250,N20,VIIRS,n,2,301.39,8.27,D,0
35.77621,9.89276,305.31,0.38,0.36,2024-05-03,0111,N20,VIIRS,n,2,288.15,0.69,N,2
36.77768,10.20149,301.36,0.38,0.36,2024-05-03,0111,N20,VIIRS,n,2,286.25,0.56,N,2
33.67273,8.94737,323.98,0.38,0.36,2024-05-03,0112,N20,VIIRS,n,2,289.01,1.75,N,0
33.36634,8.55043,314.14,0.38,0.36,2024-05-03,0112,N20,VIIRS,n,2,287.2,1.17,N,2
33.87386,9.9927,305.85,0.39,0.36,2024-05-03,0112,N20,VIIRS,n,2,289.67,0.95,N,2
31.70362,9.24351,299.28,0.39,0.36,2024-05-03,0112,N20,VIIRS,n,2,287.96,0.54,N,2
31.647,9.17239,324.99,0.39,0.36,2024-05-03,0112,N20,VIIRS,n,2,288.87,2.27,N,2
31.64737,9.17297,347.05,0.39,0.36,2024-05-03,1230,N20,VIIRS,l,2,317.07,10.26,D,2
33.3633,8.54952,340.48,0.39,0.36,2024-05-03,1230,N20,VIIRS,n,2,309.88,1.03,D,2
36.77655,10.20356,296.31,0.49,0.4,2024-05-04,0052,N20,VIIRS,n,2,285.59,0.63,N,2
35.77768,9.89257,298.26,0.49,0.41,2024-05-04,0052,N20,VIIRS,n,2,286.82,0.88,N,0
31.70476,9.24626,300.3,0.48,0.4,2024-05-04,0053,N20,VIIRS,n,2,287.93,0.66,N,2
33.87321,9.99277,299.06,0.47,0.4,2024-05-04,0053,N20,VIIRS,n,2,286.63,0.85,N,2
31.65071,9.16993,318.61,0.48,0.4,2024-05-04,0053,N20,VIIRS,n,2,288.68,1.79,N,2
33.36678,8.54732,305.57,0.54,0.42,2024-05-04,0053,N20,VIIRS,n,2,285.85,1.09,N,2
35.77559,9.89078,297.39,0.58,0.52,2024-05-05,0033,N20,VIIRS,n,2,286.42,1.15,N,2
32.29222,10.9759,295.52,0.46,0.47,2024-05-05,0034,N20,VIIRS,n,2,284.23,0.41,N,0
33.36674,8.54731,312.69,0.33,0.55,2024-05-05,0034,N20,VIIRS,n,2,286.67,1.12,N,2
33.36436,8.54974,307.08,0.33,0.55,2024-05-05,0034,N20,VIIRS,n,2,287.31,0.89,N,2
33.36462,8.54618,301.28,0.33,0.55,2024-05-05,0034,N20,VIIRS,n,2,286.27,0.5,N,2
31.64913,9.1682,308.12,0.58,0.52,2024-05-05,0034,N20,VIIRS,n,2,288.68,2.65,N,2
31.40195,10.02286,297.84,0.51,0.5,2024-05-05,0034,N20,VIIRS,n,2,287,0.29,N,2
33.36646,8.55086,304.57,0.33,0.55,2024-05-05,0034,N20,VIIRS,n,2,287.35,1.13,N,2
33.36617,8.54665,295.38,0.65,0.73,2024-05-05,0214,N20,VIIRS,n,2,284.79,0.78,N,2
31.64679,9.17577,341.17,0.55,0.51,2024-05-05,1152,N20,VIIRS,l,2,313.13,1.1,D,2
35.3537,10.54908,336.79,0.39,0.44,2024-05-05,1153,N20,VIIRS,n,2,308.89,2.25,D,0
35.77919,9.88972,298.2,0.54,0.68,2024-05-06,0014,N20,VIIRS,n,2,286.33,0.84,N,2
31.6521,9.16651,301.85,0.56,0.69,2024-05-06,0015,N20,VIIRS,n,2,288.48,0.99,N,2
33.36537,8.54606,318.13,0.62,0.72,2024-05-06,0015,N20,VIIRS,n,2,286.57,1.55,N,2
33.36952,8.54728,318.34,0.62,0.72,2024-05-06,0015,N20,VIIRS,n,2,286.46,1.97,N,2
33.48096,11.1083,305.78,0.44,0.63,2024-05-06,0015,N20,VIIRS,n,2,288.49,0.52,N,0
33.92797,10.0811,304.11,0.51,0.66,2024-05-06,0015,N20,VIIRS,n,2,288.33,0.72,N,0
33.9277,10.0802,302.76,0.51,0.66,2024-05-06,0015,N20,VIIRS,n,2,287.9,0.55,N,0
31.65183,9.17254,302.14,0.56,0.69,2024-05-06,0015,N20,VIIRS,n,2,288.73,0.99,N,2
31.6494,9.17069,312.8,0.56,0.68,2024-05-06,0015,N20,VIIRS,n,2,289.47,1.27,N,2
32.29216,10.97295,296.08,0.44,0.62,2024-05-06,0015,N20,VIIRS,n,2,285.02,0.49,N,0
35.60816,10.98374,296.79,0.42,0.61,2024-05-06,0155,N20,VIIRS,n,2,284.55,0.65,N,0
33.87155,9.99078,301.81,0.41,0.61,2024-05-06,0155,N20,VIIRS,n,2,286.69,1.06,N,2
33.36773,8.54746,301.56,0.35,0.57,2024-05-06,0155,N20,VIIRS,n,2,285.38,0.46,N,2
35.60607,10.98667,296.53,0.42,0.61,2024-05-06,0155,N20,VIIRS,n,2,283.77,0.83,N,0
33.87161,9.99,299.65,0.41,0.61,2024-05-06,0155,N20,VIIRS,n,2,286.53,0.92,N,2
31.64799,9.16953,314.69,0.42,0.61,2024-05-06,0156,N20,VIIRS,n,2,289.71,0.92,N,2
32.28817,10.97205,298.48,0.51,0.66,2024-05-06,0156,N20,VIIRS,n,2,283.15,0.65,N,2
30.98725,9.97793,344.89,0.49,0.65,2024-05-06,1133,N20,VIIRS,n,2,312.88,3.23,D,0
35.6078,10.98771,367,0.33,0.55,2024-05-06,1134,N20,VIIRS,h,2,299.36,4.98,D,0
31.64723,9.17229,348.71,0.45,0.63,2024-05-06,1314,N20,VIIRS,n,2,313.34,2.18,D,2
30.98733,9.97521,353.29,0.49,0.65,2024-05-06,1314,N20,VIIRS,n,2,313.67,4.3,D,0
33.36232,8.55046,338.35,0.43,0.62,2024-05-06,1314,N20,VIIRS,l,2,311.1,1.79,D,2
31.6472,9.17423,351.54,0.45,0.63,2024-05-06,1314,N20,VIIRS,n,2,312.31,2.88,D,2
33.87239,9.99042,306.21,0.45,0.47,2024-05-07,0137,N20,VIIRS,n,2,289.52,1.04,N,2
31.65056,9.17024,301.33,0.45,0.47,2024-05-07,0137,N20,VIIRS,n,2,276.52,1.27,N,2
31.64738,9.16992,321.97,0.41,0.37,2024-05-08,0118,N20,VIIRS,n,2,290.1,1.63,N,2
33.36475,8.55025,318.24,0.39,0.36,2024-05-08,0118,N20,VIIRS,n,2,288.05,1.28,N,2
33.87347,9.99135,301.89,0.42,0.37,2024-05-08,0118,N20,VIIRS,n,2,286.55,0.83,N,2
31.64758,9.17351,344.64,0.42,0.38,2024-05-08,1236,N20,VIIRS,n,2,313.24,2.7,D,2
36.53227,10.82495,299.18,0.41,0.37,2024-05-09,0058,N20,VIIRS,n,2,284.04,0.4,N,0
36.50301,10.02812,297.06,0.43,0.38,2024-05-09,0058,N20,VIIRS,n,2,284.09,0.75,N,2
33.87406,9.99048,303.9,0.41,0.37,2024-05-09,0059,N20,VIIRS,n,2,283.63,1.07,N,2
31.70494,9.24422,299.71,0.42,0.38,2024-05-09,0100,N20,VIIRS,n,2,284.89,0.76,N,2
31.00252,10.0636,308.97,0.4,0.37,2024-05-09,0100,N20,VIIRS,n,2,275.01,0.8,N,0
31.00311,10.05947,299.32,0.4,0.37,2024-05-09,0100,N20,VIIRS,n,2,275.75,0.8,N,0
36.53284,10.82531,296.96,0.43,0.46,2024-05-10,0039,N20,VIIRS,n,2,284.59,0.45,N,0
35.77508,9.8904,297.91,0.48,0.48,2024-05-10,0039,N20,VIIRS,n,2,284.78,0.88,N,2
33.87384,9.9917,298.42,0.45,0.47,2024-05-10,0040,N20,VIIRS,n,2,286.24,0.77,N,2
35.14178,10.74825,295.59,0.42,0.45,2024-05-10,0040,N20,VIIRS,n,2,283.95,0.31,N,0
31.70414,9.2424,297.73,0.47,0.47,2024-05-10,0041,N20,VIIRS,n,2,284.83,0.7,N,2
31.64929,9.1694,318.63,0.47,0.48,2024-05-10,0041,N20,VIIRS,n,2,285.49,1.73,N,2
31.64646,9.17268,342.74,0.45,0.47,2024-05-10,1158,N20,VIIRS,n,2,306.54,2.97,D,2
31.24339,9.99524,352.02,0.42,0.45,2024-05-10,1158,N20,VIIRS,n,2,307.94,5.81,D,0
36.59373,10.31771,297.66,0.43,0.62,2024-05-11,0020,N20,VIIRS,n,2,284.18,0.64,N,2
35.77544,9.88981,298.21,0.44,0.63,2024-05-11,0020,N20,VIIRS,n,2,285.16,0.76,N,2
36.50271,10.02641,296.55,0.44,0.62,2024-05-11,0020,N20,VIIRS,n,2,283.87,0.44,N,2
36.53502,10.8223,295.71,0.4,0.6,2024-05-11,0020,N20,VIIRS,n,2,284.03,0.16,N,0
32.29031,10.97364,299.15,0.36,0.57,2024-05-11,0021,N20,VIIRS,n,2,283.55,0.38,N,2
33.47933,11.10793,308.19,0.36,0.57,2024-05-11,0021,N20,VIIRS,n,2,285.19,0.62,N,0
33.48055,11.10785,300.2,0.36,0.57,2024-05-11,0021,N20,VIIRS,n,2,285.32,0.36,N,0
31.65121,9.16937,313.92,0.45,0.63,2024-05-11,0022,N20,VIIRS,n,2,286.9,1.85,N,2
31.70503,9.24317,297.32,0.45,0.63,2024-05-11,0022,N20,VIIRS,n,2,286.15,0.28,N,2
33.4825,11.11035,300.7,0.59,0.7,2024-05-11,0201,N20,VIIRS,n,2,283.73,0.81,N,0
36.53064,10.82329,295.19,0.47,0.64,2024-05-11,0201,N20,VIIRS,n,2,283.8,0.21,N,0
33.8743,9.99016,298.34,0.5,0.66,2024-05-11,0201,N20,VIIRS,n,2,284.15,0.9,N,2
36.58994,10.31804,300.74,0.44,0.63,2024-05-11,0201,N20,VIIRS,n,2,284.31,0.65,N,2
34.73602,10.63282,297.61,0.52,0.67,2024-05-11,0201,N20,VIIRS,n,2,282.94,0.68,N,0
36.49985,10.02519,299.02,0.43,0.62,2024-05-11,0201,N20,VIIRS,n,2,282.75,0.88,N,0
31.64554,9.17264,296.73,0.52,0.67,2024-05-11,0202,N20,VIIRS,n,2,285.23,0.88,N,2
31.64694,9.16743,298.62,0.52,0.66,2024-05-11,0202,N20,VIIRS,n,2,285.13,0.88,N,2
33.36293,8.54966,336.12,0.42,0.61,2024-05-11,1140,N20,VIIRS,l,2,306.25,1.24,D,2
33.36398,8.55171,340.66,0.42,0.61,2024-05-11,1140,N20,VIIRS,n,2,305.87,2.33,D,2
33.48307,11.1081,299.39,0.68,0.74,2024-05-12,0002,N20,VIIRS,n,2,286.68,0.8,N,0
36.50101,10.02522,302.1,0.48,0.48,2024-05-12,0142,N20,VIIRS,n,2,287.17,0.63,N,2
36.5911,10.31975,305.7,0.49,0.49,2024-05-12,0142,N20,VIIRS,n,2,289.53,1.17,N,2
31.64905,9.17102,307.36,0.55,0.51,2024-05-12,0143,N20,VIIRS,n,2,289.03,1.78,N,2
33.87274,9.98963,303.76,0.55,0.51,2024-05-12,0143,N20,VIIRS,n,2,287.96,1.88,N,2
36.50192,10.02735,302.9,0.44,0.38,2024-05-13,0123,N20,VIIRS,n,2,289.18,0.66,N,2
36.72324,10.19631,303.09,0.44,0.38,2024-05-13,0123,N20,VIIRS,n,2,287.81,0.78,N,0
33.87257,9.99078,303.13,0.47,0.4,2024-05-13,0124,N20,VIIRS,n,2,290.23,1.04,N,2
33.48008,11.10795,300.65,0.54,0.42,2024-05-13,0124,N20,VIIRS,n,2,289.57,0.58,N,0
31.64841,9.17028,328.39,0.47,0.4,2024-05-13,0125,N20,VIIRS,n,2,289.85,2.42,N,2
30.98865,9.97547,329.69,0.52,0.42,2024-05-13,0125,N20,VIIRS,n,2,285.79,8.66,N,0
30.98754,9.97543,347.39,0.51,0.41,2024-05-13,1242,N20,VIIRS,n,2,315.6,8.42,D,0
31.64696,9.17148,347.78,0.48,0.4,2024-05-13,1242,N20,VIIRS,n,2,313.67,2.63,D,2
33.87498,9.99447,304.11,0.39,0.36,2024-05-14,0105,N20,VIIRS,n,2,293.04,0.68,N,2
32.32415,10.43118,305.12,0.38,0.36,2024-05-14,0105,N20,VIIRS,n,2,289.28,0.59,N,0
31.7034,9.24554,298.38,0.39,0.36,2024-05-14,0106,N20,VIIRS,n,2,284.42,1.11,N,2
31.64967,9.17164,317.16,0.39,0.36,2024-05-14,0106,N20,VIIRS,n,2,287.89,1.75,N,2
33.48001,11.1078,303.37,0.49,0.4,2024-05-15,0046,N20,VIIRS,n,2,290.93,0.83,N,0
31.65106,9.16995,317.1,0.38,0.44,2024-05-15,0047,N20,VIIRS,n,2,294.29,1.36,N,2
31.65061,9.17404,306.05,0.38,0.44,2024-05-15,0047,N20,VIIRS,n,2,294.47,1.36,N,2
31.00446,10.06197,330.17,0.51,0.41,2024-05-15,0047,N20,VIIRS,n,2,292.61,3.74,N,0
34.73639,10.63803,344.58,0.49,0.48,2024-05-16,1146,N20,VIIRS,n,2,308.15,3.85,D,0
36.59061,10.31609,297.27,0.51,0.41,2024-05-18,0129,N20,VIIRS,n,2,284.36,0.83,N,2
31.64984,9.16999,319.58,0.55,0.43,2024-05-18,0131,N20,VIIRS,n,2,294.03,1.8,N,2
31.65009,9.17126,308.32,0.55,0.43,2024-05-18,0131,N20,VIIRS,n,2,293.75,1.08,N,2
34.36691,8.16309,337.08,0.54,0.42,2024-05-18,1249,N20,VIIRS,l,2,309.45,3.79,D,0
33.87444,9.99358,307.19,0.39,0.36,2024-05-19,0111,N20,VIIRS,n,2,294.02,0.82,N,2
35.77691,9.89244,299.84,0.38,0.36,2024-05-19,0111,N20,VIIRS,n,2,285.4,0.54,N,2
31.64767,9.17192,323.04,0.39,0.36,2024-05-19,0112,N20,VIIRS,n,2,292.1,1.74,N,2
36.77766,10.20049,300.85,0.49,0.41,2024-05-20,0051,N20,VIIRS,n,2,290.57,0.48,N,2
35.77523,9.88896,301.16,0.5,0.41,2024-05-20,0052,N20,VIIRS,n,2,290.58,1.04,N,2
33.48151,11.11005,306.08,0.43,0.38,2024-05-20,0052,N20,VIIRS,n,2,289.52,0.53,N,0
35.77614,9.89079,302.28,0.5,0.41,2024-05-20,0052,N20,VIIRS,n,2,291.16,0.94,N,2
32.28887,10.97503,304.73,0.42,0.38,2024-05-20,0053,N20,VIIRS,n,2,287.22,0.95,N,2
31.65078,9.1725,322.66,0.48,0.4,2024-05-20,0053,N20,VIIRS,n,2,296.06,2.16,N,2
35.31995,10.52902,301.69,0.54,0.5,2024-05-21,0033,N20,VIIRS,n,2,289.4,0.84,N,0
35.32265,10.53066,304.07,0.54,0.51,2024-05-21,0033,N20,VIIRS,n,2,289.34,0.82,N,0
36.77871,10.19891,301.76,0.54,0.68,2024-05-22,0013,N20,VIIRS,n,2,288.23,0.29,N,2
35.77551,9.88876,297.62,0.55,0.68,2024-05-22,0014,N20,VIIRS,n,2,285.74,0.82,N,2
33.48101,11.10656,302.94,0.45,0.63,2024-05-22,0014,N20,VIIRS,n,2,289.66,0.69,N,0
35.77821,9.8884,297.89,0.55,0.68,2024-05-22,0014,N20,VIIRS,n,2,285.88,0.76,N,2
36.59028,10.31901,300.43,0.36,0.58,2024-05-22,0154,N20,VIIRS,n,2,287.04,1.32,N,2
33.87152,9.98996,299.34,0.41,0.6,2024-05-22,0155,N20,VIIRS,n,2,288.88,0.64,N,2
33.48047,11.10952,306.4,0.48,0.65,2024-05-22,0155,N20,VIIRS,n,2,289.64,1.08,N,0
31.64739,9.17147,303.69,0.42,0.61,2024-05-22,0155,N20,VIIRS,n,2,289.27,0.84,N,2
36.58988,10.31794,304.11,0.41,0.45,2024-05-23,0135,N20,VIIRS,n,2,288.53,0.88,N,2
34.9374,8.53137,299.26,0.54,0.42,2024-05-23,0136,N20,VIIRS,n,2,287.44,0.55,N,0
31.64814,9.16986,324.14,0.44,0.46,2024-05-23,0137,N20,VIIRS,n,2,294.41,2.36,N,2
31.64691,9.17188,346.39,0.46,0.47,2024-05-23,1255,N20,VIIRS,n,2,313.81,2.08,D,2
36.59109,10.31737,307.23,0.4,0.37,2024-05-24,0116,N20,VIIRS,n,2,291.25,0.68,N,2
34.6046,10.58565,297.21,0.42,0.38,2024-05-24,0117,N20,VIIRS,n,2,275.2,0.57,N,0
34.39149,8.83003,298.08,0.39,0.36,2024-05-24,0117,N20,VIIRS,n,2,286.24,0.36,N,0
35.77557,9.89234,303.1,0.4,0.37,2024-05-24,0117,N20,VIIRS,n,2,287.26,0.89,N,2
34.93867,8.53209,299.06,0.39,0.36,2024-05-24,0117,N20,VIIRS,n,2,287.3,0.87,N,0
31.64911,9.17318,324,0.41,0.37,2024-05-24,0118,N20,VIIRS,n,2,295.48,1.98,N,2
31.70356,9.24405,310.67,0.41,0.37,2024-05-24,0118,N20,VIIRS,n,2,294.08,0.91,N,2
31.65067,9.17112,311.58,0.42,0.38,2024-05-25,0059,N20,VIIRS,n,2,294.95,1.72,N,2
31.7033,9.24247,311.93,0.42,0.38,2024-05-25,0059,N20,VIIRS,n,2,294.01,1.02,N,2
31.70418,9.24478,308.88,0.42,0.38,2024-05-25,0059,N20,VIIRS,n,2,294.4,0.95,N,2
37.13794,9.24162,296.71,0.54,0.51,2024-05-26,0038,N20,VIIRS,n,2,286.58,0.3,N,0
36.59327,10.31732,301.45,0.47,0.48,2024-05-26,0039,N20,VIIRS,n,2,289.81,0.96,N,2
37.13594,9.24111,296.83,0.54,0.51,2024-05-26,0039,N20,VIIRS,n,2,286.49,0.29,N,0
31.64826,9.17295,312.42,0.48,0.48,2024-05-26,0040,N20,VIIRS,n,2,292.06,1.21,N,2
32.29127,10.97438,298.7,0.36,0.57,2024-05-27,0021,N20,VIIRS,n,2,286.7,0.41,N,2
31.65177,9.17001,322.93,0.46,0.63,2024-05-27,0021,N20,VIIRS,n,2,291.14,1.91,N,2
31.6508,9.17247,309.47,0.46,0.63,2024-05-27,0021,N20,VIIRS,n,2,291.12,1.62,N,2
31.65107,9.16756,304.8,0.46,0.63,2024-05-27,0021,N20,VIIRS,n,2,290.23,1.69,N,2
36.58998,10.31653,303.82,0.44,0.62,2024-05-27,0200,N20,VIIRS,n,2,287.26,1.05,N,2
34.93783,8.52843,298.52,0.39,0.59,2024-05-27,0201,N20,VIIRS,n,2,286.42,0.51,N,0
34.93998,8.52982,299.75,0.39,0.59,2024-05-27,0201,N20,VIIRS,n,2,286.2,0.53,N,0
31.70691,9.24407,299.43,0.51,0.66,2024-05-27,0201,N20,VIIRS,n,2,288.34,0.75,N,2
31.64798,9.16969,322.03,0.51,0.66,2024-05-27,0201,N20,VIIRS,n,2,289.39,2.18,N,2
31.64929,9.17226,306.67,0.51,0.66,2024-05-27,0201,N20,VIIRS,n,2,288.77,1.78,N,2
31.64832,9.17179,341.74,0.43,0.62,2024-05-27,1139,N20,VIIRS,l,2,312.41,2.03,D,2
35.65684,10.08698,341.2,0.61,0.53,2024-05-27,1140,N20,VIIRS,n,2,310.74,3.28,D,0
33.36563,8.54952,338.82,0.42,0.61,2024-05-27,1140,N20,VIIRS,l,2,310.79,2.32,D,2
31.64646,9.17256,345.09,0.55,0.68,2024-05-27,1320,N20,VIIRS,n,2,311.74,2.48,D,2
35.73442,8.33473,308.7,0.4,0.44,2024-05-28,0142,N20,VIIRS,n,2,286.96,1.01,N,0
34.93996,8.53145,297.85,0.43,0.46,2024-05-28,0142,N20,VIIRS,n,2,284.28,0.48,N,0
31.64728,9.17049,310.65,0.54,0.51,2024-05-28,0143,N20,VIIRS,n,2,290.62,1.74,N,2
31.64914,9.17788,338.22,0.8,0.78,2024-05-28,1120,N20,VIIRS,n,2,306.97,1.25,D,0
35.7767,9.89292,303.11,0.44,0.38,2024-05-29,0123,N20,VIIRS,n,2,291.42,0.82,N,2
34.93875,8.52841,303.33,0.41,0.37,2024-05-29,0123,N20,VIIRS,n,2,287.39,0.67,N,0
31.64907,9.17324,324.09,0.46,0.39,2024-05-29,0124,N20,VIIRS,n,2,292.69,2.1,N,2
31.64841,9.17354,348.21,0.47,0.4,2024-05-29,1242,N20,VIIRS,n,2,317.56,1.92,D,2
31.39698,10.02202,347.76,0.51,0.41,2024-05-29,1242,N20,VIIRS,n,2,315.87,2.29,D,2
36.51675,10.65652,346.37,0.42,0.45,2024-05-29,1243,N20,VIIRS,n,2,280.89,5.08,D,0
33.87331,9.99173,302.34,0.39,0.36,2024-05-30,0104,N20,VIIRS,n,2,290.71,0.71,N,2
36.77693,10.20307,303.71,0.4,0.37,2024-05-30,0104,N20,VIIRS,n,2,290.41,0.61,N,2
36.59098,10.31953,301.89,0.39,0.36,2024-05-30,0104,N20,VIIRS,n,2,288.58,0.85,N,2
35.77664,9.89094,309.51,0.4,0.37,2024-05-30,0104,N20,VIIRS,n,2,290.61,1.35,N,2
34.93747,8.52987,296.2,0.42,0.38,2024-05-30,0104,N20,VIIRS,n,2,283.35,0.51,N,0
31.64742,9.17227,316.31,0.39,0.36,2024-05-30,0105,N20,VIIRS,n,2,293.06,1.52,N,2
33.36489,8.54977,314.89,0.41,0.37,2024-05-30,0105,N20,VIIRS,n,2,290.54,1.22,N,2
31.70436,9.24478,305.86,0.39,0.36,2024-05-30,0105,N20,VIIRS,n,2,292.07,0.73,N,2
33.75587,10.98535,335.72,0.4,0.37,2024-05-30,1223,N20,VIIRS,l,2,309.86,4.18,D,0
33.75647,10.98962,339.55,0.4,0.37,2024-05-30,1223,N20,VIIRS,l,2,310.1,4.18,D,0
36.88947,10.21503,332.12,0.4,0.37,2024-05-30,1224,N20,VIIRS,l,2,306.02,2.57,D,0
35.63615,10.15632,339.65,0.39,0.36,2024-05-30,1224,N20,VIIRS,l,2,311.92,5.2,D,0
35.63555,10.15201,339.88,0.39,0.36,2024-05-30,1224,N20,VIIRS,l,2,313.64,5.2,D,0
36.77874,10.20266,305.78,0.39,0.44,2024-05-31,0045,N20,VIIRS,n,2,292.45,0.24,N,2
